year,General Food Category,Sub-Category,Detail,avg_per_capita_calories
1999,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,12.30597978
2000,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,12.09230527
2001,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,11.38462093
2002,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,11.11371643
2003,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,10.56606314
2004,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,11.82862175
2005,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,12.91416531
2006,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,17.09996249
2007,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,13.38825859
2008,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,13.1389449
2009,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,13.40329406
2010,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,13.32922368
2011,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,NA
2012,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,NA
2013,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,NA
2014,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,NA
2015,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,NA
2016,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,NA
2017,Added fats and oils and dairy fats*,Added fats and oils,Other edible fats and oils,NA
1970,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.622809421
1971,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.541508471
1972,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.479239832
1973,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.632719232
1974,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.66600923
1975,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.674963368
1976,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.583937328
1977,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.517246965
1978,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.526862081
1979,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.491287464
1980,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.404617127
1981,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.407950403
1982,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.447374085
1983,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.479052202
1984,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.524541147
1985,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.597198018
1986,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.71700645
1987,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.710626194
1988,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.683692156
1989,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.68403838
1990,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.589299074
1991,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.522007654
1992,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.573468125
1993,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.585249497
1994,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.533645937
1995,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.596384027
1996,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.651536972
1997,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.729598483
1998,Added fats and oils and dairy fats*,Dairy fats,Light cream,0.812013402
1999,Added fats and oils and dairy fats*,Dairy fats,Light cream,1.006422884
2000,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2001,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2002,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2003,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2004,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2005,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2006,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2007,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2008,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2009,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2010,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2011,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2012,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2013,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2014,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2015,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2016,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
2017,Added fats and oils and dairy fats*,Dairy fats,Light cream,NA
1970,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.885822353
1971,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.682416294
1972,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.570016718
1973,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.610786418
1974,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.437094428
1975,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.376099381
1976,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.426437151
1977,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.429373888
1978,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.408317382
1979,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.408419352
1980,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.415314578
1981,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.465518164
1982,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.446425143
1983,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.551968986
1984,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.770717273
1985,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.98908438
1986,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.148242267
1987,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.103783858
1988,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.063507651
1989,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.103315763
1990,Added fats and oils and dairy fats*,Dairy fats,Half and half,2.948750694
1991,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.023789336
1992,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.12193022
1993,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.146178404
1994,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.077549152
1995,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.108450482
1996,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.238876611
1997,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.225805634
1998,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.231632488
1999,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.426754452
2000,Added fats and oils and dairy fats*,Dairy fats,Half and half,3.558154744
2001,Added fats and oils and dairy fats*,Dairy fats,Half and half,4.00399672
2002,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2003,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2004,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2005,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2006,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2007,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2008,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2009,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2010,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2011,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2012,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2013,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2014,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2015,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2016,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
2017,Added fats and oils and dairy fats*,Dairy fats,Half and half,NA
1970,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,1.743849394
1971,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,1.750867618
1972,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,1.699687385
1973,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,1.819477585
1974,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,1.742463649
1975,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,1.769914664
1976,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,1.900145123
1977,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,1.837401211
1978,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,1.774795953
1979,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,1.983585672
1980,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,2.242451774
1981,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,2.318311783
1982,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,2.379315292
1983,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,2.686634113
1984,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,3.003201901
1985,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,3.273031015
1986,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,3.469793276
1987,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,3.597636711
1988,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,3.840366148
1989,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,4.128864506
1990,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,4.159513245
1991,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,4.015627844
1992,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,4.18519631
1993,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,4.302981701
1994,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,4.518478764
1995,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,4.838078007
1996,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,5.353116495
1997,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,5.923957208
1998,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,5.982876566
1999,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,6.373949518
2000,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2001,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2002,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2003,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2004,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2005,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2006,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2007,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2008,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2009,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2010,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2011,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2012,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2013,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2014,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2015,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2016,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
2017,Added fats and oils and dairy fats*,Dairy fats,Heavy cream,NA
1970,Added fats and oils and dairy fats*,Dairy fats,Sour cream,1.845239025
1971,Added fats and oils and dairy fats*,Dairy fats,Sour cream,2.016617979
1972,Added fats and oils and dairy fats*,Dairy fats,Sour cream,2.138767913
1973,Added fats and oils and dairy fats*,Dairy fats,Sour cream,2.181966248
1974,Added fats and oils and dairy fats*,Dairy fats,Sour cream,2.463661814
1975,Added fats and oils and dairy fats*,Dairy fats,Sour cream,2.754146711
1976,Added fats and oils and dairy fats*,Dairy fats,Sour cream,2.727587968
1977,Added fats and oils and dairy fats*,Dairy fats,Sour cream,2.808332317
1978,Added fats and oils and dairy fats*,Dairy fats,Sour cream,2.855147709
1979,Added fats and oils and dairy fats*,Dairy fats,Sour cream,2.982269718
1980,Added fats and oils and dairy fats*,Dairy fats,Sour cream,3.044386668
1981,Added fats and oils and dairy fats*,Dairy fats,Sour cream,3.132876476
1982,Added fats and oils and dairy fats*,Dairy fats,Sour cream,3.300758509
1983,Added fats and oils and dairy fats*,Dairy fats,Sour cream,3.510035233
1984,Added fats and oils and dairy fats*,Dairy fats,Sour cream,3.760171091
1985,Added fats and oils and dairy fats*,Dairy fats,Sour cream,3.876648344
1986,Added fats and oils and dairy fats*,Dairy fats,Sour cream,3.989260177
1987,Added fats and oils and dairy fats*,Dairy fats,Sour cream,4.121709295
1988,Added fats and oils and dairy fats*,Dairy fats,Sour cream,4.216210179
1989,Added fats and oils and dairy fats*,Dairy fats,Sour cream,4.272750726
1990,Added fats and oils and dairy fats*,Dairy fats,Sour cream,4.245131809
1991,Added fats and oils and dairy fats*,Dairy fats,Sour cream,4.416652901
1992,Added fats and oils and dairy fats*,Dairy fats,Sour cream,4.573943354
1993,Added fats and oils and dairy fats*,Dairy fats,Sour cream,4.527069932
1994,Added fats and oils and dairy fats*,Dairy fats,Sour cream,4.574992067
1995,Added fats and oils and dairy fats*,Dairy fats,Sour cream,4.883777143
1996,Added fats and oils and dairy fats*,Dairy fats,Sour cream,4.79581932
1997,Added fats and oils and dairy fats*,Dairy fats,Sour cream,4.93759585
1998,Added fats and oils and dairy fats*,Dairy fats,Sour cream,5.021558553
1999,Added fats and oils and dairy fats*,Dairy fats,Sour cream,5.110051686
2000,Added fats and oils and dairy fats*,Dairy fats,Sour cream,5.491968526
2001,Added fats and oils and dairy fats*,Dairy fats,Sour cream,5.887919103
2002,Added fats and oils and dairy fats*,Dairy fats,Sour cream,6.073761436
2003,Added fats and oils and dairy fats*,Dairy fats,Sour cream,5.460354201
2004,Added fats and oils and dairy fats*,Dairy fats,Sour cream,5.710544262
2005,Added fats and oils and dairy fats*,Dairy fats,Sour cream,5.927709592
2006,Added fats and oils and dairy fats*,Dairy fats,Sour cream,6.3653376
2007,Added fats and oils and dairy fats*,Dairy fats,Sour cream,6.381007223
2008,Added fats and oils and dairy fats*,Dairy fats,Sour cream,6.411539544
2009,Added fats and oils and dairy fats*,Dairy fats,Sour cream,6.599575846
2010,Added fats and oils and dairy fats*,Dairy fats,Sour cream,6.730968873
2011,Added fats and oils and dairy fats*,Dairy fats,Sour cream,6.829201085
2012,Added fats and oils and dairy fats*,Dairy fats,Sour cream,6.91973155
2013,Added fats and oils and dairy fats*,Dairy fats,Sour cream,6.871926055
2014,Added fats and oils and dairy fats*,Dairy fats,Sour cream,6.938820278
2015,Added fats and oils and dairy fats*,Dairy fats,Sour cream,7.009427373
2016,Added fats and oils and dairy fats*,Dairy fats,Sour cream,7.210810084
2017,Added fats and oils and dairy fats*,Dairy fats,Sour cream,8.040783236
1970,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,1.642869988
1971,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,1.670887022
1972,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,1.697372681
1973,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,1.762367033
1974,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,1.879173301
1975,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,1.983695096
1976,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,2.061908108
1977,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,2.143513191
1978,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,2.378839019
1979,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,2.51821147
1980,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,2.678654071
1981,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,2.80075615
1982,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,2.99069075
1983,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,3.07407867
1984,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,3.124857704
1985,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,3.28009839
1986,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,3.571273811
1987,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,3.768845165
1988,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,4.101311346
1989,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,4.325653771
1990,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,4.594457661
1991,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,4.697376734
1992,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,5.366907564
1993,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,5.512707074
1994,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,5.769144979
1995,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,5.45970917
1996,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,5.654630001
1997,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.02872737
1998,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,5.907303591
1999,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.049391929
2000,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.403451443
2001,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,5.93409974
2002,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.242652236
2003,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.158563958
2004,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.279460738
2005,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.373885309
2006,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.564494157
2007,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.684655426
2008,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.465744197
2009,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.412305249
2010,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.167220442
2011,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,5.893711067
2012,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.428095886
2013,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.607585766
2014,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.574044421
2015,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.691371227
2016,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,6.994713606
2017,Added fats and oils and dairy fats*,Dairy fats,Cream cheese,7.86824602
1970,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.072493386
1971,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.086733953
1972,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.11930698
1973,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.091756746
1974,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.092039301
1975,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.085506969
1976,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.096939074
1977,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.103691668
1978,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.102601504
1979,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.101472082
1980,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.101351959
1981,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.105644358
1982,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.108827698
1983,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.116132301
1984,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.119242974
1985,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.123285435
1986,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.122151324
1987,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.12406596
1988,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.127901983
1989,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.121788912
1990,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.119449729
1991,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.106365241
1992,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.108680448
1993,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.099795373
1994,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.099500359
1995,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.101964124
1996,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.092685962
1997,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.090690982
1998,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.089636634
1999,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.094694486
2000,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.108763818
2001,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.105868043
2002,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.126598028
2003,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.128086529
2004,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.121769088
2005,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.120654378
2006,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.122510684
2007,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.113580671
2008,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.113573085
2009,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.112046787
2010,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.110344519
2011,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.109546303
2012,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.103493675
2013,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.102011676
2014,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.100428023
2015,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.094928704
2016,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.100247298
2017,Added fats and oils and dairy fats*,Dairy fats,Eggnog,0.118280938
1970,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,282.9699313
1971,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,283.9703086
1972,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,284.4630309
1973,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,280.3381512
1974,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,266.0245776
1975,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,247.9393503
1976,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,259.683684
1977,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,261.9467408
1978,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,254.2819178
1979,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,248.4193962
1980,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,232.5639091
1981,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,220.8054826
1982,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,204.9024098
1983,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,195.4846222
1984,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,185.3514422
1985,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,174.4414646
1986,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,166.9826607
1987,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,173.4656054
1988,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,172.5961111
1989,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,174.5069976
1990,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,179.0232349
1991,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,176.793145
1992,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,178.5802129
1993,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,177.4723096
1994,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,178.9949278
1995,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,180.5327425
1996,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,180.8177156
1997,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,180.4174688
1998,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,180.5609104
1999,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,184.3419481
2000,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,182.2164555
2001,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,179.2459929
2002,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,175.7624739
2003,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,169.2136228
2004,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,171.1132207
2005,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,175.0804503
2006,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,172.7309817
2007,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,169.9762075
2008,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,180.8518016
2009,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,176.2023064
2010,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,183.297066
2011,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,183.1847119
2012,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,185.2557719
2013,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,189.0506668
2014,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,190.2873414
2015,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,192.2499906
2016,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,193.6879929
2017,Sugar and sweeteners (added),Refined cane and beet sugar,Refined cane and beet sugar,192.6566784
1970,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,1.523862064
1971,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,2.293397756
1972,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,3.210423917
1973,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,5.734500408
1974,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,7.682251564
1975,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,13.56824027
1976,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,19.95276059
1977,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,26.68982644
1978,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,29.94259377
1979,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,41.01804953
1980,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,52.71294382
