year,General Food Category,Sub-Category,Detail,avg_per_capita_calories
1981,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,63.49807084
1982,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,74.01703125
1983,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,86.76654036
1984,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,103.5205704
1985,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,125.6138245
1986,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,127.0675462
1987,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,132.6717914
1988,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,136.1566195
1989,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,134.0261815
1990,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,137.9117179
1991,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,139.8918076
1992,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,144.0161434
1993,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,151.4241419
1994,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,156.1839193
1995,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,160.1498189
1996,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,159.7232057
1997,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,168.6587309
1998,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,172.4929425
1999,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,177.2957466
2000,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,173.7491352
2001,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,172.9087853
2002,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,173.6927465
2003,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,168.15802
2004,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,165.591366
2005,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,163.4914965
2006,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,160.764995
2007,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,155.2783317
2008,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,146.3541319
2009,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,138.0370413
2010,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,134.4298221
2011,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,129.8020942
2012,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,127.2196931
2013,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,121.5544757
2014,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,120.6248272
2015,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,118.2406886
2016,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,115.0785233
2017,Sugar and sweeteners (added),Corn sweeteners,High fructose corn syrup,110.7358838
1970,Sugar and sweeteners (added),Corn sweeteners,Glucose,29.88697001
1971,Sugar and sweeteners (added),Corn sweeteners,Glucose,31.15123645
1972,Sugar and sweeteners (added),Corn sweeteners,Glucose,33.31549798
1973,Sugar and sweeteners (added),Corn sweeteners,Glucose,36.3365271
1974,Sugar and sweeteners (added),Corn sweeteners,Glucose,38.50308656
1975,Sugar and sweeteners (added),Corn sweeteners,Glucose,39.00357584
1976,Sugar and sweeteners (added),Corn sweeteners,Glucose,38.61695757
1977,Sugar and sweeteners (added),Corn sweeteners,Glucose,38.31334816
1978,Sugar and sweeteners (added),Corn sweeteners,Glucose,38.74985939
1979,Sugar and sweeteners (added),Corn sweeteners,Glucose,37.54307083
1980,Sugar and sweeteners (added),Corn sweeteners,Glucose,35.94613367
1981,Sugar and sweeteners (added),Corn sweeteners,Glucose,35.94126689
1982,Sugar and sweeteners (added),Corn sweeteners,Glucose,35.43453363
1983,Sugar and sweeteners (added),Corn sweeteners,Glucose,36.16284296
1984,Sugar and sweeteners (added),Corn sweeteners,Glucose,36.52636602
1985,Sugar and sweeteners (added),Corn sweeteners,Glucose,37.48822883
1986,Sugar and sweeteners (added),Corn sweeteners,Glucose,37.72810189
1987,Sugar and sweeteners (added),Corn sweeteners,Glucose,38.46398332
1988,Sugar and sweeteners (added),Corn sweeteners,Glucose,39.65073038
1989,Sugar and sweeteners (added),Corn sweeteners,Glucose,35.68270175
1990,Sugar and sweeteners (added),Corn sweeteners,Glucose,37.81051435
1991,Sugar and sweeteners (added),Corn sweeteners,Glucose,38.96747118
1992,Sugar and sweeteners (added),Corn sweeteners,Glucose,42.07115161
1993,Sugar and sweeteners (added),Corn sweeteners,Glucose,43.80795101
1994,Sugar and sweeteners (added),Corn sweeteners,Glucose,44.18753347
1995,Sugar and sweeteners (added),Corn sweeteners,Glucose,45.41233112
1996,Sugar and sweeteners (added),Corn sweeteners,Glucose,45.70269731
1997,Sugar and sweeteners (added),Corn sweeteners,Glucose,48.18354977
1998,Sugar and sweeteners (added),Corn sweeteners,Glucose,47.49211411
1999,Sugar and sweeteners (added),Corn sweeteners,Glucose,45.42747194
2000,Sugar and sweeteners (added),Corn sweeteners,Glucose,43.92672116
2001,Sugar and sweeteners (added),Corn sweeteners,Glucose,42.98705685
2002,Sugar and sweeteners (added),Corn sweeteners,Glucose,42.92585653
2003,Sugar and sweeteners (added),Corn sweeteners,Glucose,42.24989217
2004,Sugar and sweeteners (added),Corn sweeteners,Glucose,43.43828271
2005,Sugar and sweeteners (added),Corn sweeteners,Glucose,42.45376596
2006,Sugar and sweeteners (added),Corn sweeteners,Glucose,38.19479465
2007,Sugar and sweeteners (added),Corn sweeteners,Glucose,38.06974856
2008,Sugar and sweeteners (added),Corn sweeteners,Glucose,37.14581554
2009,Sugar and sweeteners (added),Corn sweeteners,Glucose,36.01400432
2010,Sugar and sweeteners (added),Corn sweeteners,Glucose,35.12137219
2011,Sugar and sweeteners (added),Corn sweeteners,Glucose,34.00998994
2012,Sugar and sweeteners (added),Corn sweeteners,Glucose,34.86087554
2013,Sugar and sweeteners (added),Corn sweeteners,Glucose,33.45023062
2014,Sugar and sweeteners (added),Corn sweeteners,Glucose,33.86922162
2015,Sugar and sweeteners (added),Corn sweeteners,Glucose,34.17407931
2016,Sugar and sweeteners (added),Corn sweeteners,Glucose,34.42554719
2017,Sugar and sweeteners (added),Corn sweeteners,Glucose,36.41205152
1970,Sugar and sweeteners (added),Corn sweeteners,Dextrose,12.77921513
1971,Sugar and sweeteners (added),Corn sweeteners,Dextrose,12.90290371
1972,Sugar and sweeteners (added),Corn sweeteners,Dextrose,12.83861819
1973,Sugar and sweeteners (added),Corn sweeteners,Dextrose,12.84526334
1974,Sugar and sweeteners (added),Corn sweeteners,Dextrose,12.64833432
1975,Sugar and sweeteners (added),Corn sweeteners,Dextrose,12.18281887
1976,Sugar and sweeteners (added),Corn sweeteners,Dextrose,11.52565493
1977,Sugar and sweeteners (added),Corn sweeteners,Dextrose,10.82121221
1978,Sugar and sweeteners (added),Corn sweeteners,Dextrose,10.25337294
1979,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.854792827
1980,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.607982459
1981,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.420001734
1982,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.382790946
1983,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.45058715
1984,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.597516811
1985,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.74659805
1986,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.949233205
1987,Sugar and sweeteners (added),Corn sweeteners,Dextrose,10.10102123
1988,Sugar and sweeteners (added),Corn sweeteners,Dextrose,10.25000594
1989,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.844529079
1990,Sugar and sweeteners (added),Corn sweeteners,Dextrose,10.11982367
1991,Sugar and sweeteners (added),Corn sweeteners,Dextrose,10.15485282
1992,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.970092965
1993,Sugar and sweeteners (added),Corn sweeteners,Dextrose,10.2845328
1994,Sugar and sweeteners (added),Corn sweeteners,Dextrose,10.60131296
1995,Sugar and sweeteners (added),Corn sweeteners,Dextrose,11.02403565
1996,Sugar and sweeteners (added),Corn sweeteners,Dextrose,11.08168624
1997,Sugar and sweeteners (added),Corn sweeteners,Dextrose,10.4168317
1998,Sugar and sweeteners (added),Corn sweeteners,Dextrose,10.11026518
1999,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.721888655
2000,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.3702611
2001,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.151000283
2002,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.128607467
2003,Sugar and sweeteners (added),Corn sweeteners,Dextrose,8.582891874
2004,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.220279652
2005,Sugar and sweeteners (added),Corn sweeteners,Dextrose,9.027235796
2006,Sugar and sweeteners (added),Corn sweeteners,Dextrose,8.61614786
2007,Sugar and sweeteners (added),Corn sweeteners,Dextrose,8.256467464
2008,Sugar and sweeteners (added),Corn sweeteners,Dextrose,7.648737602
2009,Sugar and sweeteners (added),Corn sweeteners,Dextrose,7.541684252
2010,Sugar and sweeteners (added),Corn sweeteners,Dextrose,8.085019766
2011,Sugar and sweeteners (added),Corn sweeteners,Dextrose,7.950482582
2012,Sugar and sweeteners (added),Corn sweeteners,Dextrose,7.441849208
2013,Sugar and sweeteners (added),Corn sweeteners,Dextrose,7.294937425
2014,Sugar and sweeteners (added),Corn sweeteners,Dextrose,8.246292693
2015,Sugar and sweeteners (added),Corn sweeteners,Dextrose,8.240723886
2016,Sugar and sweeteners (added),Corn sweeteners,Dextrose,7.623242466
2017,Sugar and sweeteners (added),Corn sweeteners,Dextrose,8.232211887
1970,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.781510181
1971,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.793620441
1972,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.774521736
1973,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.791466163
1974,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.440234533
1975,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.426103799
1976,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.445468409
1977,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.431003158
1978,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.448100695
1979,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.400380816
1980,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.572676975
1981,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.432769548
1982,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.419058185
1983,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.442908784
1984,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.42438722
1985,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.444177829
1986,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.485280671
1987,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.607267002
1988,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.564832615
1989,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.517742721
1990,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.505528152
1991,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.498840438
1992,Sugar and sweeteners (added),Edible syrups,Edible syrups,0.556814746
1993,Sugar and sweeteners (added),Edible syrups,Edible syrups,0.545658235
1994,Sugar and sweeteners (added),Edible syrups,Edible syrups,0.698791755
1995,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.007692996
1996,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.508419941
1997,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.137444442
1998,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.092649908
1999,Sugar and sweeteners (added),Edible syrups,Edible syrups,1.988300965
2000,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.134923318
2001,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.528895022
2002,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.42177272
2003,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.552166191
2004,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.34981182
2005,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.278149736
2006,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.355684163
2007,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.221226287
2008,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.190444133
2009,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.105210189
2010,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.708437668
2011,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.352055441
2012,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.364480716
2013,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.523197399
2014,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.900155887
2015,Sugar and sweeteners (added),Edible syrups,Edible syrups,3.080862498
2016,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.364482223
2017,Sugar and sweeteners (added),Edible syrups,Edible syrups,2.421697236
1970,Sugar and sweeteners (added),Honey,Honey,3.597951934
1971,Sugar and sweeteners (added),Honey,Honey,3.207821173
1972,Sugar and sweeteners (added),Honey,Honey,3.583168891
1973,Sugar and sweeteners (added),Honey,Honey,3.211118594
1974,Sugar and sweeteners (added),Honey,Honey,2.512036976
1975,Sugar and sweeteners (added),Honey,Honey,3.581842099
1976,Sugar and sweeteners (added),Honey,Honey,3.285155474
1977,Sugar and sweeteners (added),Honey,Honey,3.252279904
1978,Sugar and sweeteners (added),Honey,Honey,3.861601854
1979,Sugar and sweeteners (added),Honey,Honey,3.723739896
1980,Sugar and sweeteners (added),Honey,Honey,2.952638114
1981,Sugar and sweeteners (added),Honey,Honey,2.998848959
1982,Sugar and sweeteners (added),Honey,Honey,3.210835088
1983,Sugar and sweeteners (added),Honey,Honey,3.538290526
1984,Sugar and sweeteners (added),Honey,Honey,3.273802495
1985,Sugar and sweeteners (added),Honey,Honey,3.1375235
1986,Sugar and sweeteners (added),Honey,Honey,3.599416603
1987,Sugar and sweeteners (added),Honey,Honey,3.063972829
1988,Sugar and sweeteners (added),Honey,Honey,2.934677753
1989,Sugar and sweeteners (added),Honey,Honey,2.380593577
1990,Sugar and sweeteners (added),Honey,Honey,2.468663612
1991,Sugar and sweeteners (added),Honey,Honey,2.609333652
1992,Sugar and sweeteners (added),Honey,Honey,2.644160172
1993,Sugar and sweeteners (added),Honey,Honey,2.827692156
1994,Sugar and sweeteners (added),Honey,Honey,3.417055967
1995,Sugar and sweeteners (added),Honey,Honey,3.226738505
1996,Sugar and sweeteners (added),Honey,Honey,3.473767788
1997,Sugar and sweeteners (added),Honey,Honey,3.393983579
1998,Sugar and sweeteners (added),Honey,Honey,3.360109722
1999,Sugar and sweeteners (added),Honey,Honey,3.782046198
2000,Sugar and sweeteners (added),Honey,Honey,3.980688126
2001,Sugar and sweeteners (added),Honey,Honey,3.365314449
2002,Sugar and sweeteners (added),Honey,Honey,3.806827381
2003,Sugar and sweeteners (added),Honey,Honey,3.590727907
